first_name,middle_name,last_name,email,student_id,course,year
Laryssa,Shakshaft,Fourcade,lfourcademr@trellian.com,68171570,Bachelor of Science in Computer Science,3
Kakalina,Camoys,Stott,kstottms@dot.gov,81789361,Bachelor of Arts in Political Science,1
Lauretta,Greenshiels,Derwin,lderwinmt@symantec.com,82586226,Bachelor of Science in Acounting Information System,3
Sibelle,Carleton,Parr,sparrmu@squidoo.com,59783594,Bachelor of Science in Computer Science,1
Felisha,MacVean,Bryers,fbryersmv@freewebs.com,60289155,Bachelor of Arts in Political Science,2
Almire,Fone,Wardle,awardlemw@cloudflare.com,46996802,Bachelor of Arts in Political Science,3
Scotty,Dalgarnowch,Burchall,sburchallmx@china.com.cn,75016410,Bachelor of Arts in Political Science,1
Codie,Deex,Webley,cwebleymy@e-recht24.de,69704944,Bachelor of Science in Computer Science,3
Dilly,Murrum,Adolthine,dadolthinemz@columbia.edu,25685894,Bachelor of Arts in Political Science,4
Aurora,Bancroft,Ellerey,aellereyn0@sohu.com,25638289,Bachelor of Arts in Political Science,2
Martelle,Brum,Garroway,mgarrowayn1@hp.com,89437770,Bachelor of Arts in Political Science,1
Minnaminnie,Connew,Hefner,mhefnern2@ycombinator.com,18346754,Bachelor of Arts in Political Science,2
Sheffie,Couchman,Drewell,sdrewelln3@ow.ly,53901030,Bachelor of Science in Computer Science,3
Nelli,Stutard,Orrocks,norrocksn4@pcworld.com,37171572,Bachelor of Science in Computer Science,4
Wake,Lionel,Shellibeer,wshellibeern5@tripod.com,86617708,Bachelor of Science in Information Technology,4
Stillmann,Wicks,Dzeniskevich,sdzeniskevichn6@etsy.com,82670425,Bachelor of Arts in Political Science,1
Cassondra,Raith,Capes,ccapesn7@youtube.com,85739050,Bachelor of Science in Computer Science,3
Bradan,Werlock,Oby,bobyn8@sina.com.cn,83664246,Bachelor of Arts in Political Science,1
Nadiya,Kivelle,Nowill,nnowilln9@chicagotribune.com,76426894,Bachelor of Science in Information Technology,2
Reyna,Guillon,Riddle,rriddlena@wsj.com,97695250,Bachelor of Arts in Political Science,2
Elia,Hartropp,Lavin,elavinnb@phoca.cz,35836483,Bachelor of Arts in Political Science,3
Inigo,Mattingley,Baddiley,ibaddileync@prlog.org,42603559,Bachelor of Arts in Political Science,1
Patty,Dunckley,Lippiett,plippiettnd@diigo.com,70112623,Bachelor of Arts in Political Science,4
Adan,Skipsey,Paik,apaikne@printfriendly.com,84379862,Bachelor of Science in Computer Science,4
Eddy,Billborough,Haxbie,ehaxbienf@canalblog.com,20378740,Bachelor of Arts in Political Science,2
Stacy,Mettetal,Hatchett,shatchettng@nhs.uk,77814502,Bachelor of Science in Computer Science,1
Cheryl,Semark,Rapi,crapinh@delicious.com,43007166,Bachelor of Science in Acounting Information System,3
Arlene,Meacher,Cruickshanks,acruickshanksni@elegantthemes.com,75519267,Bachelor of Science in Information Technology,1
Theodosia,Swinglehurst,Tassel,ttasselnj@earthlink.net,73715519,Bachelor of Science in Acounting Information System,4
Joan,Dregan,Olufsen,jolufsennk@scientificamerican.com,19070612,Bachelor of Arts in Political Science,3
Joachim,Neat,Coffin,jcoffinnl@csmonitor.com,25336665,Bachelor of Science in Information Technology,1
Gus,Benaine,Eannetta,geannettanm@de.vu,30976987,Bachelor of Science in Information Technology,2
Rockwell,McClosh,Morriss,rmorrissnn@meetup.com,50314352,Bachelor of Science in Information Technology,4
Cindie,Critch,Dur,cdurno@quantcast.com,77310353,Bachelor of Science in Computer Science,4
Brinna,Gallear,Linnit,blinnitnp@blinklist.com,56848502,Bachelor of Science in Computer Science,4
Mommy,Burgin,Lucks,mlucksnq@blog.com,12640443,Bachelor of Arts in Political Science,1
Woodman,Skillett,Handasyde,whandasydenr@instagram.com,91494322,Bachelor of Arts in Political Science,4
Kara-lynn,Rickasse,Godwin,kgodwinns@reddit.com,49858764,Bachelor of Arts in Political Science,4
Ryan,Maleby,Baccup,rbaccupnt@google.ru,22372454,Bachelor of Science in Information Technology,4
Maryjane,Dackombe,Allewell,mallewellnu@house.gov,66812373,Bachelor of Science in Computer Science,4
Edik,Sayburn,Bussell,ebussellnv@amazon.de,43602116,Bachelor of Science in Acounting Information System,1
Gal,Emmott,Forsyth,gforsythnw@4shared.com,99974852,Bachelor of Science in Computer Science,4
Jenni,Moyce,Kenna,jkennanx@behance.net,59927421,Bachelor of Arts in Political Science,3
Kari,Mancell,Carlton,kcarltonny@redcross.org,89422363,Bachelor of Science in Computer Science,3
Yolanthe,Mewrcik,Normansell,ynormansellnz@china.com.cn,66162519,Bachelor of Science in Computer Science,4
Faunie,McKinlay,Albone,falboneo0@berkeley.edu,42560224,Bachelor of Science in Acounting Information System,1
Cece,Dows,Bollen,cbolleno1@friendfeed.com,45288196,Bachelor of Arts in Political Science,1
Carlie,Gillimgham,Swiffin,cswiffino2@senate.gov,93789006,Bachelor of Science in Information Technology,2
Emmit,Moraleda,Lipman,elipmano3@virginia.edu,54419528,Bachelor of Science in Acounting Information System,1
Harland,MacCague,de Merida,hdemeridao4@stanford.edu,13540358,Bachelor of Arts in Political Science,2
Luther,Petyakov,Grange,lgrangeo5@usa.gov,95409861,Bachelor of Science in Computer Science,4
Emilie,Klossmann,Brecken,ebreckeno6@yolasite.com,70647772,Bachelor of Science in Information Technology,3
Larissa,Oventon,Twinterman,ltwintermano7@amazon.co.jp,98643241,Bachelor of Science in Acounting Information System,1
Reider,Peterffy,Edowes,redoweso8@mapy.cz,33824564,Bachelor of Science in Acounting Information System,3
Melloney,Petts,MacCague,mmaccagueo9@hibu.com,43794921,Bachelor of Science in Acounting Information System,3
Andreana,Sydall,Breissan,abreissanoa@canalblog.com,87567628,Bachelor of Science in Computer Science,1
Silvain,Pounder,Rizzi,srizziob@va.gov,18329768,Bachelor of Science in Computer Science,1
Carley,Sylett,Scudamore,cscudamoreoc@comsenz.com,28346003,Bachelor of Science in Computer Science,4
Mabelle,Farenden,Booker,mbookerod@auda.org.au,85895629,Bachelor of Science in Acounting Information System,3
Constancia,Adiscot,Newbury,cnewburyoe@netlog.com,78895239,Bachelor of Science in Information Technology,4
Clemence,Duhig,Kaley,ckaleyof@adobe.com,88368185,Bachelor of Science in Information Technology,2
Vern,Heenan,Assante,vassanteog@blinklist.com,76240946,Bachelor of Science in Acounting Information System,3
Torrance,Karslake,Ingliby,tinglibyoh@creativecommons.org,65150575,Bachelor of Arts in Political Science,1
Skelly,Szymaniak,Harcus,sharcusoi@imdb.com,17855320,Bachelor of Science in Acounting Information System,2
Elwin,Waterfield,Stebbings,estebbingsoj@admin.ch,96999538,Bachelor of Science in Computer Science,2
Edita,Carrabott,Bowring,ebowringok@google.cn,92703031,Bachelor of Science in Acounting Information System,1
Dudley,Lanfranconi,Coggill,dcoggillol@taobao.com,75597931,Bachelor of Arts in Political Science,3
Alfredo,Henrionot,Lowcock,alowcockom@yellowpages.com,44399444,Bachelor of Arts in Political Science,4
Kary,Sedgeworth,Horder,khorderon@engadget.com,97342206,Bachelor of Science in Computer Science,2
Lezley,Peizer,Fenning,lfenningoo@kickstarter.com,21483781,Bachelor of Arts in Political Science,1
Emilee,Latchford,Kenwright,ekenwrightop@google.co.uk,80464688,Bachelor of Science in Acounting Information System,3
Ignazio,Marshfield,Dabinett,idabinettoq@cnet.com,80140584,Bachelor of Science in Acounting Information System,1
Connie,Scully,Nizard,cnizardor@ow.ly,48738802,Bachelor of Science in Computer Science,3
Holly-anne,Schuler,Pley,hpleyos@yellowbook.com,24815445,Bachelor of Science in Computer Science,2
Lexie,MacIver,Harrild,lharrildot@cisco.com,72292555,Bachelor of Science in Computer Science,1
Jerry,Werndly,Willan,jwillanou@ft.com,82395692,Bachelor of Science in Computer Science,3
Malinde,Fullegar,Cowgill,mcowgillov@webnode.com,68245523,Bachelor of Science in Computer Science,4
Neda,Boord,Bickerton,nbickertonow@geocities.jp,31496894,Bachelor of Science in Acounting Information System,4
Cristin,Johannesson,Izod,cizodox@prweb.com,21598208,Bachelor of Science in Acounting Information System,2
Hillary,Clutram,Ladyman,hladymanoy@tmall.com,80133829,Bachelor of Science in Computer Science,3
Blanch,Korda,Try,btryoz@whitehouse.gov,29566257,Bachelor of Science in Computer Science,2
Stephanus,Tillett,Carnow,scarnowp0@si.edu,59603324,Bachelor of Science in Information Technology,3
Kim,Stansall,Wagen,kwagenp1@bigcartel.com,33977482,Bachelor of Arts in Political Science,1
Jeromy,Cinavas,Touret,jtouretp2@harvard.edu,67245780,Bachelor of Science in Computer Science,1
Jaymee,Large,Richt,jrichtp3@pagesperso-orange.fr,79858190,Bachelor of Science in Information Technology,4
Shaine,Hanbury,MacAulay,smacaulayp4@printfriendly.com,98705958,Bachelor of Science in Information Technology,3
Robinetta,Lagde,Kienle,rkienlep5@mit.edu,37980836,Bachelor of Science in Acounting Information System,1
Ron,Pardoe,Sindell,rsindellp6@bbb.org,48371030,Bachelor of Science in Acounting Information System,2
Gustavo,Davioud,Robrow,grobrowp7@ocn.ne.jp,73710167,Bachelor of Science in Computer Science,4
Jandy,Slader,Coales,jcoalesp8@google.com,77038940,Bachelor of Science in Computer Science,4
Chevy,Gostling,Dincey,cdinceyp9@mozilla.com,48945370,Bachelor of Science in Acounting Information System,1
Everard,Airds,Fries,efriespa@mysql.com,68958646,Bachelor of Arts in Political Science,1
Riane,Feragh,Pestor,rpestorpb@behance.net,24358430,Bachelor of Science in Information Technology,1
Raychel,Zarfati,Pendock,rpendockpc@goo.ne.jp,31663762,Bachelor of Science in Computer Science,1
Alfie,Carse,Tommen,atommenpd@mediafire.com,63860394,Bachelor of Science in Information Technology,3
Prisca,Fraschini,Nuttall,pnuttallpe@skype.com,38415764,Bachelor of Science in Acounting Information System,2
Felix,Tetther,Sandry,fsandrypf@qq.com,54857543,Bachelor of Arts in Political Science,4
Kissee,Coath,Stackbridge,kstackbridgepg@canalblog.com,45194795,Bachelor of Science in Computer Science,4
Kev,Alexsandrovich,Eat,keatph@tamu.edu,94932024,Bachelor of Science in Acounting Information System,2
Gerri,Dunbleton,Demangeon,gdemangeonpi@deviantart.com,29025227,Bachelor of Science in Information Technology,3
Barbi,Picot,Elsley,belsleypj@illinois.edu,15322150,Bachelor of Arts in Political Science,2
Charline,Fillis,Kennerknecht,ckennerknechtpk@xrea.com,17515535,Bachelor of Arts in Political Science,1
Flory,Rangle,Cullnean,fcullneanpl@comsenz.com,40551882,Bachelor of Science in Acounting Information System,3
Alma,Furnival,Segar,asegarpm@unc.edu,77146287,Bachelor of Arts in Political Science,1
Aura,Firth,Graeser,agraeserpn@facebook.com,74724173,Bachelor of Science in Computer Science,1
Zahara,Izaks,Gabbetis,zgabbetispo@angelfire.com,65142655,Bachelor of Science in Information Technology,1
Findlay,Glossup,Wey,fweypp@pcworld.com,54688957,Bachelor of Arts in Political Science,4
Abelard,Taffarello,Ewer,aewerpq@digg.com,37995835,Bachelor of Science in Computer Science,1
Xaviera,Bordis,Quakley,xquakleypr@army.mil,74628088,Bachelor of Science in Acounting Information System,4
Kain,Ucchino,Vicker,kvickerps@telegraph.co.uk,39948668,Bachelor of Science in Information Technology,1
Jimmy,Grzeszczak,Gammell,jgammellpt@nature.com,73124871,Bachelor of Science in Computer Science,2
Killy,Dimitriev,Philps,kphilpspu@techcrunch.com,33569690,Bachelor of Arts in Political Science,3
Thaxter,Jaffra,Cowp,tcowppv@yolasite.com,34444840,Bachelor of Science in Computer Science,4
Rebecka,Beamand,Bernat,rbernatpw@netscape.com,66798034,Bachelor of Science in Acounting Information System,4
Marlie,Blundell,Bohills,mbohillspx@qq.com,37568694,Bachelor of Science in Information Technology,2
Cathie,Dugood,Andrioni,candrionipy@pcworld.com,67733887,Bachelor of Science in Acounting Information System,1
Clement,Pluthero,Porker,cporkerpz@nymag.com,92330861,Bachelor of Science in Acounting Information System,3
Tom,Howitt,Vedishchev,tvedishchevq0@stanford.edu,73701560,Bachelor of Science in Computer Science,2
Marieann,Brunroth,Cardinale,mcardinaleq1@lulu.com,11827633,Bachelor of Science in Information Technology,2
Edee,Eayrs,Lindegard,elindegardq2@163.com,69607386,Bachelor of Science in Acounting Information System,1
Hillard,Wardesworth,Vermer,hvermerq3@vinaora.com,65885952,Bachelor of Science in Computer Science,3
Justino,Capsey,Jako,jjakoq4@buzzfeed.com,43466862,Bachelor of Science in Acounting Information System,1
Sisely,Vallance,Wulfinger,swulfingerq5@samsung.com,12527696,Bachelor of Arts in Political Science,2
Jocelin,Oakey,Serotsky,jserotskyq6@archive.org,34466615,Bachelor of Arts in Political Science,2
Herta,Ratnage,Salliere,hsalliereq7@ibm.com,61533473,Bachelor of Science in Acounting Information System,4
Aurelea,Dominighi,Hourihan,ahourihanq8@lulu.com,65901420,Bachelor of Science in Information Technology,3
Deena,Falkinder,Cestard,dcestardq9@stumbleupon.com,31514842,Bachelor of Science in Information Technology,1
Rodrick,Petrussi,Caccavale,rcaccavaleqa@netlog.com,24822518,Bachelor of Science in Computer Science,2
Henrietta,L' Anglois,Ghelardi,hghelardiqb@washington.edu,80387376,Bachelor of Science in Acounting Information System,2
Ethelbert,Huge,Crawshaw,ecrawshawqc@yellowbook.com,18805949,Bachelor of Arts in Political Science,1
Sheelagh,Hantusch,Meffen,smeffenqd@xrea.com,10553380,Bachelor of Arts in Political Science,3
Britni,Kenington,Manicom,bmanicomqe@marriott.com,40918224,Bachelor of Science in Computer Science,3
Vanessa,Gladdis,Mingay,vmingayqf@linkedin.com,35122953,Bachelor of Science in Acounting Information System,1
Ardra,Keepence,Pavolillo,apavolilloqg@cnbc.com,69289102,Bachelor of Arts in Political Science,4
Charmain,Londesborough,Devall,cdevallqh@msu.edu,49355460,Bachelor of Science in Computer Science,3
Lin,Batalle,Eldershaw,leldershawqi@lulu.com,11968621,Bachelor of Arts in Political Science,1
Barbe,Osbaldeston,Ellaway,bellawayqj@simplemachines.org,83772113,Bachelor of Science in Information Technology,2
Costa,Fuzzens,Osgarby,cosgarbyqk@nih.gov,38282235,Bachelor of Science in Information Technology,4
Valentijn,Cadore,Itzik,vitzikql@nasa.gov,32454380,Bachelor of Science in Information Technology,3
Pansy,Simeoli,Adamsen,padamsenqm@aol.com,87568270,Bachelor of Science in Acounting Information System,2
Tirrell,Colbeck,Garie,tgarieqn@dyndns.org,66535443,Bachelor of Science in Computer Science,4
Harris,Elderidge,Geall,hgeallqo@wikimedia.org,28065897,Bachelor of Arts in Political Science,1
Michal,Simoncini,Frarey,mfrareyqp@ameblo.jp,17958763,Bachelor of Science in Acounting Information System,3
Bogart,Branch,Keech,bkeechqq@abc.net.au,14467772,Bachelor of Arts in Political Science,3
Thedric,Weatherby,Gunderson,tgundersonqr@weibo.com,93419152,Bachelor of Arts in Political Science,4
Wallie,Spollen,Schott,wschottqs@issuu.com,88787524,Bachelor of Arts in Political Science,4
Mohandis,Tanser,Trubshawe,mtrubshaweqt@g.co,94017733,Bachelor of Science in Acounting Information System,3
Manny,Fumagallo,Gibson,mgibsonqu@angelfire.com,10081281,Bachelor of Arts in Political Science,1
Aubry,Franks,Backler,abacklerqv@hugedomains.com,86797375,Bachelor of Science in Information Technology,1
Abbe,Andrick,Ferretti,aferrettiqw@harvard.edu,52232160,Bachelor of Arts in Political Science,2
Gloriana,Phillips,O'Docherty,godochertyqx@yellowbook.com,77461721,Bachelor of Science in Acounting Information System,1
Sergio,Southerill,Plumtree,splumtreeqy@eventbrite.com,85187738,Bachelor of Science in Information Technology,3
Dominga,Strettell,Starking,dstarkingqz@wufoo.com,72002627,Bachelor of Science in Computer Science,3
Roby,de Clerq,Mancell,rmancellr0@nhs.uk,98992019,Bachelor of Arts in Political Science,4
Garfield,Fourmy,Eddow,geddowr1@mozilla.org,56776249,Bachelor of Science in Computer Science,4
Micky,Gaishson,Domoney,mdomoneyr2@uiuc.edu,23419812,Bachelor of Science in Information Technology,2
Marysa,Ternent,Pelman,mpelmanr3@phoca.cz,35398653,Bachelor of Arts in Political Science,3
Harcourt,McHugh,Rahlof,hrahlofr4@yahoo.com,83450979,Bachelor of Science in Information Technology,1
Marsiella,Fillary,Kareman,mkaremanr5@scientificamerican.com,62038929,Bachelor of Science in Computer Science,2
Ardith,Blades,Kitlee,akitleer6@delicious.com,98099015,Bachelor of Science in Acounting Information System,4
Bordy,Stoodley,MacPeake,bmacpeaker7@sfgate.com,63801854,Bachelor of Science in Acounting Information System,2
Mick,Wakley,Astill,mastillr8@fastcompany.com,78968945,Bachelor of Science in Computer Science,3
Chryste,Sanders,Connue,cconnuer9@youku.com,65072781,Bachelor of Science in Information Technology,1
Farrel,Rawsthorn,Pickavant,fpickavantra@cyberchimps.com,35867857,Bachelor of Science in Acounting Information System,2
Karita,Paddle,Lubbock,klubbockrb@ted.com,28547670,Bachelor of Science in Information Technology,1
Glendon,Mapledorum,Ottosen,gottosenrc@meetup.com,37026044,Bachelor of Science in Acounting Information System,1
Veriee,Fattore,Hulstrom,vhulstromrd@w3.org,15109376,Bachelor of Science in Computer Science,1
Adora,Fullager,Strike,astrikere@java.com,30017744,Bachelor of Science in Information Technology,4
Grantham,Olpin,Kundt,gkundtrf@linkedin.com,19626197,Bachelor of Arts in Political Science,4
Darrell,Domenget,Olive,doliverg@senate.gov,18714273,Bachelor of Science in Computer Science,4
Issiah,Tsar,Laminman,ilaminmanrh@squidoo.com,26049385,Bachelor of Science in Acounting Information System,4
Chevalier,Brazer,Toyer,ctoyerri@desdev.cn,45888850,Bachelor of Science in Acounting Information System,4
Karia,Baldree,Nott,knottrj@digg.com,31473974,Bachelor of Arts in Political Science,1
Sheri,Allchin,Volett,svolettrk@twitter.com,14250114,Bachelor of Science in Acounting Information System,4
Berty,Peniello,Richarz,bricharzrl@i2i.jp,12263462,Bachelor of Arts in Political Science,1
Malorie,Sabattier,Coverdill,mcoverdillrm@eventbrite.com,76756928,Bachelor of Science in Acounting Information System,2
Jessalin,Skipper,Carnegy,jcarnegyrn@jalbum.net,51942029,Bachelor of Science in Acounting Information System,3
Berti,Woolen,Hurst,bhurstro@walmart.com,79504586,Bachelor of Science in Information Technology,4
Monique,Brameld,Jeanesson,mjeanessonrp@gravatar.com,71226804,Bachelor of Arts in Political Science,3
Nichols,Splevings,Janku,njankurq@rambler.ru,18383325,Bachelor of Arts in Political Science,3
Valencia,Boydle,Gooden,vgoodenrr@umn.edu,89696204,Bachelor of Science in Acounting Information System,3
